Wall time,Step,Value
1769093130.96302,299,6.8009161949157715
1769093167.7373428,599,6.549735069274902
1769093192.2194269,799,6.3223114013671875
1769093210.7057369,949,6.281029224395752
1769093247.145024,1249,5.950587272644043
1769093319.490628,1849,5.008820533752441
1769093343.6096992,2049,4.790971755981445
1769093355.6776197,2149,4.723873138427734
1769093367.7416148,2249,4.705902576446533
1769093373.7724319,2299,4.675562858581543
1769093385.8374844,2399,4.60682487487793
1769093422.0147736,2699,4.502847671508789
1769093428.0429177,2749,4.480684757232666
1769093434.0795846,2799,4.479088306427002
1769093440.111083,2849,4.426052093505859
1769093494.4371383,3299,4.290012359619141
1769093512.5491798,3449,4.25691032409668
1769093530.6658084,3599,4.225026607513428
1769093536.712815,3649,4.2004828453063965
1769093542.7484193,3699,4.188286304473877
1769093590.2509282,3749,4.209083557128906
1769093620.4245198,3999,4.161247730255127
1769093668.6393218,4399,4.085509777069092
1769093710.854542,4749,4.036088466644287
1769093759.083248,5149,4.0187458992004395
1769093777.178958,5299,4.046273231506348
1769093783.2101834,5349,3.940035343170166
1769093825.4056199,5699,3.9958655834198
1769093855.5578465,5949,3.909111261367798
1769093903.7844682,6349,3.8865649700164795
1769093921.8668835,6499,3.8584177494049072
1769093927.892856,6549,3.8925745487213135
1769093982.1295826,6999,3.8803558349609375
1769093994.1790395,7099,3.8501157760620117
1769094000.2017307,7149,3.8453283309936523
1769094006.226229,7199,3.876331090927124
1769094089.8488107,7549,3.822930335998535
1769094120.0002549,7799,3.8374876976013184
1769094132.062405,7899,3.8009095191955566
1769094138.0892704,7949,3.7560982704162598
1769094162.2018898,8149,3.73310923576355
1769094192.3333588,8399,3.7456789016723633
1769094198.355731,8449,3.8166310787200928
1769094216.4348354,8599,3.721843957901001
1769094252.5770648,8899,3.724936008453369
1769094258.6038582,8949,3.7181665897369385
1769094270.6518607,9049,3.7103052139282227
1769094288.7427342,9199,3.6951990127563477
1769094300.801402,9299,3.693809747695923
1769094306.830938,9349,3.700803756713867
1769094318.8806157,9449,3.6351234912872314
1769094330.9314218,9549,3.6767797470092773
1769094336.9678004,9599,3.6879968643188477
1769094379.140683,9949,3.678600549697876
1769094427.3683379,10349,3.6767523288726807
1769094433.390441,10399,3.6382856369018555
1769094439.418089,10449,3.688466787338257
1769094463.5289907,10649,3.6571953296661377
1769094523.7854831,11149,3.5799553394317627
1769094571.247303,11199,3.645073175430298
1769094583.309033,11299,3.5367345809936523
1769094607.433578,11499,3.5668976306915283
1769094625.5259442,11649,3.591498374938965
1769094631.5557039,11699,3.5509912967681885
1769094637.5852823,11749,3.566826105117798
1769094655.6660826,11899,3.5578107833862305
1769094728.0128589,12499,3.4879953861236572
1769094764.1944432,12799,3.5570342540740967
1769094782.2774043,12949,3.4912493228912354
1769094794.335679,13049,3.491672992706299
1769094800.3628182,13099,3.497631311416626
1769094812.4124644,13199,3.4848434925079346
1769094836.5317364,13399,3.540473699569702
1769094860.6531904,13599,3.564082145690918
1769094872.7031827,13699,3.4362592697143555
1769094902.8565881,13949,3.509916305541992
1769094987.2374825,14649,3.469613552093506
1769095058.8251607,14899,3.480031728744507
1769095064.849968,14949,3.473276138305664
